vastuu,lc,lpref,lalts,lLTs,PÄÄTÖS,KOMMENTIT,yc,ypref,yLTs,tyyppi
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L767,maanalainen toiminta,,,exactMatch,,http://www.yso.fi/onto/yso/p8054,maanalainen toiminta,kollektiivinen toiminta,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L338,maanjako,,,exactMatch,,http://www.yso.fi/onto/yso/p7146,maanjako,järjestävä muuttaminen,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L771,maankäyttö,,,exactMatch,,http://www.yso.fi/onto/yso/p6713,maankäyttö,käyttö,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L598,maanomistus,,,exactMatch,,http://www.yso.fi/onto/yso/p7147,maanomistus,omistus,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L773,maaoikeus,,,exactMatch,,http://www.yso.fi/onto/yso/p15350,maaoikeus,talousoikeus,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L774,maastoajoneuvot,,,exactMatch,,http://www.yso.fi/onto/yso/p5155,maastoajoneuvot,ajoneuvot,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L540,maastokartat,topografiset kartat,kartat,exactMatch,,http://www.yso.fi/onto/yso/p20150,maastokartat,kartat,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L778,maastoliikenne,,,exactMatch,,http://www.yso.fi/onto/yso/p5550,maastoliikenne,maaliikenne,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L779,maatilamatkailu,,matkailu,exactMatch,,http://www.yso.fi/onto/yso/p19700,maatilamatkailu,maaseutumatkailu,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L528,magia,,kansanusko,exactMatch,lapponicassa sama hierarkia kuin ysassa,http://www.yso.fi/onto/yso/p6089,magia,uskonnolliset tuotokset,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L554,majamieslaitos,,kauppa,ei löydy,"tämä voitaisiin ottaa ysoon, tehdään YSE-ehdotus",,,,
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L782,makuupussit,,retkeilyvarusteet,exactMatch,,http://www.yso.fi/onto/yso/p10979,makuupussit,retkeilyvarusteet,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L784,malmiesiintymät,,,exactMatch,,http://www.yso.fi/onto/yso/p7151,malmiesiintymät,esiintymät,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L785,malminetsintä,,,exactMatch,,http://www.yso.fi/onto/yso/p7152,malminetsintä,etsintä,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L786,malmit,,,exactMatch,,http://www.yso.fi/onto/yso/p1315,malmit,kaivannaiset,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L787,malmivarat,,,exactMatch,,http://www.yso.fi/onto/yso/p12341,malmivarat,luonnonvarat,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L788,mannerjalusta,,,exactMatch,,http://www.yso.fi/onto/yso/p13833,mannerjalusta,luonnon muodostamat alueet,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L396,mannerjää,,jää,exactMatch,,http://www.yso.fi/onto/yso/p12513,mannerjää,jää,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L789,mansin kieli,vogulin kieli,obinugrilaiset kielet,exactMatch,,http://www.yso.fi/onto/yso/p13688,mansin kieli,obinugrilaiset kielet,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L24,mansit,vogulit,alkuperäiskansat (Pohjoiset kansat); obinugrilaiset kansat,exactMatch,,http://www.yso.fi/onto/yso/p8935,mansit,obinugrilaiset,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L790,marjanpoiminta,,,exactMatch,,http://www.yso.fi/onto/yso/p2898,marjanpoiminta,sadonkorjuu,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L303,marjat,,,exactMatch,,http://www.yso.fi/onto/yso/p6656,marjat,hedelmät,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L559,markkinat,,,?,ysossa sekä markkinat (taloustiede) että markkinat (tapahtumat). closeMatch molempiin?,,,,
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L791,matkailijat,,,exactMatch,,http://www.yso.fi/onto/yso/p16596,matkailijat,toimintaan liittyvä rooli,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L176,matkailu,,,exactMatch,,http://www.yso.fi/onto/yso/p3917,matkailu,liikkuminen,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L792,matkailualueet,,,exactMatch,,http://www.yso.fi/onto/yso/p3451,matkailualueet,ihmisen määrittämät alueet,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L541,matkailukartat,,kartat,exactMatch,,http://www.yso.fi/onto/yso/p11479,matkailukartat,kartat,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L295,matkailukeskukset,,,exactMatch,,http://www.yso.fi/onto/yso/p9637,matkailukeskukset,keskukset,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L793,matkailukohteet,,,exactMatch,,http://www.yso.fi/onto/yso/p8133,matkailukohteet,paikkaan liittyvä rooli,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L794,matkailureitit,,,exactMatch,,http://www.yso.fi/onto/yso/p5347,matkailureitit,reitit,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L795,matkakertomukset,,,exactMatch,,http://www.yso.fi/onto/yso/p5977,matkakertomukset,kertomukset,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L796,matkamuistot,,,exactMatch,,http://www.yso.fi/onto/yso/p5211,matkamuistot,elottomat objektit,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L797,matkaoppaat,,,exactMatch,,http://www.yso.fi/onto/yso/p9756,matkaoppaat,oppaat (teokset),K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L798,melontaretkeily,kanoottiretkeily,retkeily,exactMatch,,http://www.yso.fi/onto/yso/p12075,melontaretkeily,retkeily,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L452,merikalastus,,kalastus,exactMatch,,http://www.yso.fi/onto/yso/p1685,merikalastus,kalastus,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L634,merikotka,,linnut; kotkat,exactMatch,,http://www.yso.fi/onto/yso/p15399,merikotka,kotkat,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L449,merisaamelaiset,,saamelaiset,ei löydy,,,,,
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L799,merkkikapulat,,,ei löydy,,,,,
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L801,merkkipiirit,,paliskunnat,ei löydy,,,,,
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L804,merkkitulet,,,ei löydy,,,,,
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L806,meteorologia,,,exactMatch,,http://www.yso.fi/onto/yso/p5394,meteorologia,geofysiikka; ilmakehätieteet,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L808,metsurit,,,exactMatch,,http://www.yso.fi/onto/yso/p2980,metsurit,ammatit; metsätyöntekijät,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L809,metsäekologia,,,exactMatch,,http://www.yso.fi/onto/yso/p8062,metsäekologia,ekologia,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L810,metsähallinto,,,exactMatch,,http://www.yso.fi/onto/yso/p18746,metsähallinto,maa- ja metsätaloushallinto,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L264,metsähanhi,,linnut; hanhet,ei löydy,,,,,
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L768,metsäkaartilaiset,,,ei löydy,"ysoon voitaisiin varmaan ottaa tämä tai metsäkaarti tai käpykaarti, YSE-ehdotus",,,,
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L712,metsäkanat,,linnut,exactMatch,,http://www.yso.fi/onto/yso/p2363,metsäkanat,kanalinnut,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L544,metsäkasvillisuus,,kasvillisuus,exactMatch,,http://www.yso.fi/onto/yso/p19259,metsäkasvillisuus,kasvillisuus,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L812,metsäkoneet,,,exactMatch,,http://www.yso.fi/onto/yso/p9227,metsäkoneet,koneet,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L816,metsäkuolemat,,,exactMatch,,http://www.yso.fi/onto/yso/p11856,metsäkuolemat,kuolema,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L818,metsänarviointi,,,exactMatch,,http://www.yso.fi/onto/yso/p18894,metsänarviointi,arviointi,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L738,metsänhoito,,,exactMatch,,http://www.yso.fi/onto/yso/p7534,metsänhoito,hoito,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L822,metsänjalostus,,,exactMatch,,http://www.yso.fi/onto/yso/p19570,metsänjalostus,jalostus,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L823,metsänomistus,,,exactMatch,,http://www.yso.fi/onto/yso/p11321,metsänomistus,omistus,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L824,metsänparannus,,,exactMatch,,http://www.yso.fi/onto/yso/p11074,metsänparannus,parantaminen (paremmaksi muuttaminen),K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L825,metsänraja,,,exactMatch,,http://www.yso.fi/onto/yso/p588,metsänraja,luonnon muodostamat alueet,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L826,metsäntutkimus,,tutkimustyö,exactMatch,,http://www.yso.fi/onto/yso/p15204,metsäntutkimus,tutkimustoiminta,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L827,metsänuudistus,,,exactMatch,,http://www.yso.fi/onto/yso/p886,metsänuudistus,toisenlaiseksi muuttaminen,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L828,metsänviljely,,,exactMatch,,http://www.yso.fi/onto/yso/p883,metsänviljely,viljely,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L829,metsäpalot,,,exactMatch,,http://www.yso.fi/onto/yso/p11855,metsäpalot,maastopalot,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L830,metsäpeura,,peurat,exactMatch,,http://www.yso.fi/onto/yso/p17524,metsäpeura,peura,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L831,metsäpolitiikka,,,exactMatch,,http://www.yso.fi/onto/yso/p11339,metsäpolitiikka,politiikka,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L832,metsäsaamelaiset,,saamelaiset,exactMatch,,http://www.yso.fi/onto/yso/p27408,metsäsaamelaiset,saamelaiset,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L93,metsästys,,,exactMatch,,http://www.yso.fi/onto/yso/p3547,metsästys,pyynti,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L836,metsästysoikeus,,,exactMatch,,http://www.yso.fi/onto/yso/p6054,metsästysoikeus,oikeudet (edut),K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L837,metsästäjät,,,exactMatch,,http://www.yso.fi/onto/yso/p11864,metsästäjät,toimintaan liittyvä rooli,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L838,metsäsuunnittelu,,,exactMatch,,http://www.yso.fi/onto/yso/p1863,metsäsuunnittelu,suunnittelu,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L278,metsät,,,exactMatch,,http://www.yso.fi/onto/yso/p5454,metsät,luonnon muodostamat alueet,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L578,metsät : monikäyttö,metsien moninaiskäyttö,,ei löydy,,,,,
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L842,metsätalous,,,exactMatch,,http://www.yso.fi/onto/yso/p1861,metsätalous,elinkeinot,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L815,metsäteknologia,,,exactMatch,,http://www.yso.fi/onto/yso/p9229,metsäteknologia,teknologia,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L843,metsäteollisuus,puunjalostusteollisuus,,exactMatch,,http://www.yso.fi/onto/yso/p10705,metsäteollisuus,perusteollisuus,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L844,metsätiet,,,exactMatch,,http://www.yso.fi/onto/yso/p19170,metsätiet,tiet,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L845,metsätuhot,,,exactMatch,,http://www.yso.fi/onto/yso/p11854,metsätuhot,tuhot,K
